"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab3/Rnd\6625.text","lab3\Rnd\6625.text","4"
"D:/PPLabs/lab3/Rnd\8335.text","lab3\Rnd\8335.text","4"
"D:/PPLabs/lab3/Rnd\8716.text","lab3\Rnd\8716.text","4"
"D:/PPLabs/lab3/Rnd\595.text","lab3\Rnd\595.text","4"
"D:/PPLabs/lab3/Rnd\5670.text","lab3\Rnd\5670.text","4"
"D:/PPLabs/lab3/Rnd\414.text","lab3\Rnd\414.text","4"
"D:/PPLabs/lab3/Rnd\2718.text","lab3\Rnd\2718.text","4"
"D:/PPLabs/lab3/Rnd\6321.text","lab3\Rnd\6321.text","4"
"D:/PPLabs/lab3/Rnd\1276.text","lab3\Rnd\1276.text","4"
"D:/PPLabs/lab3/Rnd\3019.text","lab3\Rnd\3019.text","4"
"D:/PPLabs/lab3/Rnd\1797.text","lab3\Rnd\1797.text","4"
"D:/PPLabs/lab3/Rnd\6979.text","lab3\Rnd\6979.text","4"
"D:/PPLabs/lab3/Rnd\8634.text","lab3\Rnd\8634.text","4"
"D:/PPLabs/lab3/Rnd\3675.text","lab3\Rnd\3675.text","4"
"D:/PPLabs/lab3/Rnd\922.text","lab3\Rnd\922.text","4"
"D:/PPLabs/lab3/Rnd\3119.text","lab3\Rnd\3119.text","4"
"D:/PPLabs/lab3/Rnd\9153.text","lab3\Rnd\9153.text","4"
"D:/PPLabs/lab3/Rnd\7184.text","lab3\Rnd\7184.text","4"
"D:/PPLabs/lab3/Rnd\7458.text","lab3\Rnd\7458.text","4"
"D:/PPLabs/lab3/Rnd\4132.text","lab3\Rnd\4132.text","4"
"D:/PPLabs/lab3/Rnd\6744.text","lab3\Rnd\6744.text","4"
"D:/PPLabs/lab3/Rnd\4386.text","lab3\Rnd\4386.text","4"
"D:/PPLabs/lab3/Rnd\348.text","lab3\Rnd\348.text","4"
"D:/PPLabs/lab3/Rnd\7842.text","lab3\Rnd\7842.text","4"
"D:/PPLabs/lab3/Rnd\7364.text","lab3\Rnd\7364.text","4"
"D:/PPLabs/lab3/Rnd\5897.text","lab3\Rnd\5897.text","4"
"D:/PPLabs/lab3/Rnd\480.text","lab3\Rnd\480.text","4"
"D:/PPLabs/lab3/Rnd\8901.text","lab3\Rnd\8901.text","4"
"D:/PPLabs/lab3/Rnd\5673.text","lab3\Rnd\5673.text","4"
"D:/PPLabs/lab3/Rnd\939.text","lab3\Rnd\939.text","4"
"D:/PPLabs/lab3/Rnd\1860.text","lab3\Rnd\1860.text","4"
"D:/PPLabs/lab3/Rnd\4227.text","lab3\Rnd\4227.text","4"
"D:/PPLabs/lab3/Rnd\6840.text","lab3\Rnd\6840.text","4"
"D:/PPLabs/lab3/Rnd\5283.text","lab3\Rnd\5283.text","4"
"D:/PPLabs/lab3/Rnd\8342.text","lab3\Rnd\8342.text","4"
"D:/PPLabs/lab3/Rnd\8717.text","lab3\Rnd\8717.text","4"
"D:/PPLabs/lab3/Rnd\2714.text","lab3\Rnd\2714.text","4"
"D:/PPLabs/lab3/Rnd\9318.text","lab3\Rnd\9318.text","4"
"D:/PPLabs/lab3/Rnd\204.text","lab3\Rnd\204.text","4"
"D:/PPLabs/lab3/Rnd\7266.text","lab3\Rnd\7266.text","4"
"D:/PPLabs/lab3/Rnd\7646.text","lab3\Rnd\7646.text","4"
"D:/PPLabs/lab3/Rnd\4703.text","lab3\Rnd\4703.text","4"
"D:/PPLabs/lab3/Rnd\4119.text","lab3\Rnd\4119.text","4"
"D:/PPLabs/lab3/Rnd\921.text","lab3\Rnd\921.text","4"
"D:/PPLabs/lab3/Rnd\6131.text","lab3\Rnd\6131.text","4"
"D:/PPLabs/lab3/Rnd\8481.text","lab3\Rnd\8481.text","4"
"D:/PPLabs/lab3/Rnd\3632.text","lab3\Rnd\3632.text","4"
"D:/PPLabs/lab3/Rnd\7830.text","lab3\Rnd\7830.text","4"
"D:/PPLabs/lab3/Rnd\2668.text","lab3\Rnd\2668.text","4"
"D:/PPLabs/lab3/Rnd\4366.text","lab3\Rnd\4366.text","4"
"D:/PPLabs/lab3/Rnd\630.text","lab3\Rnd\630.text","4"
"D:/PPLabs/lab3/Rnd\6980.text","lab3\Rnd\6980.text","4"
"D:/PPLabs/lab3/Rnd\1151.text","lab3\Rnd\1151.text","4"
"D:/PPLabs/lab3/Rnd\164.text","lab3\Rnd\164.text","4"
"D:/PPLabs/lab3/Rnd\352.text","lab3\Rnd\352.text","4"
"D:/PPLabs/lab3/Rnd\7648.text","lab3\Rnd\7648.text","4"
"D:/PPLabs/lab3/Rnd\2693.text","lab3\Rnd\2693.text","4"
"D:/PPLabs/lab3/Rnd\9935.text","lab3\Rnd\9935.text","4"
"D:/PPLabs/lab3/Rnd\2752.text","lab3\Rnd\2752.text","4"
"D:/PPLabs/lab3/Rnd\406.text","lab3\Rnd\406.text","4"
"D:/PPLabs/lab3/Rnd\1362.text","lab3\Rnd\1362.text","4"
"D:/PPLabs/lab3/Rnd\4983.text","lab3\Rnd\4983.text","4"
"D:/PPLabs/lab3/Rnd\7644.text","lab3\Rnd\7644.text","4"
"D:/PPLabs/lab3/Rnd\3941.text","lab3\Rnd\3941.text","4"
"D:/PPLabs/lab3/Rnd\6492.text","lab3\Rnd\6492.text","4"
"D:/PPLabs/lab3/Rnd\963.text","lab3\Rnd\963.text","4"
"D:/PPLabs/lab3/Rnd\6940.text","lab3\Rnd\6940.text","4"
"D:/PPLabs/lab3/Rnd\4854.text","lab3\Rnd\4854.text","4"
"D:/PPLabs/lab3/Rnd\3848.text","lab3\Rnd\3848.text","4"
"D:/PPLabs/lab3/Rnd\6318.text","lab3\Rnd\6318.text","4"
"D:/PPLabs/lab3/Rnd\6932.text","lab3\Rnd\6932.text","4"
"D:/PPLabs/lab3/Rnd\1410.text","lab3\Rnd\1410.text","4"
"D:/PPLabs/lab3/Rnd\2887.text","lab3\Rnd\2887.text","4"
"D:/PPLabs/lab3/Rnd\5566.text","lab3\Rnd\5566.text","4"
"D:/PPLabs/lab3/Rnd\3730.text","lab3\Rnd\3730.text","4"
"D:/PPLabs/lab3/Rnd\1464.text","lab3\Rnd\1464.text","4"
"D:/PPLabs/lab3/Rnd\5428.text","lab3\Rnd\5428.text","4"
"D:/PPLabs/lab3/Rnd\3767.text","lab3\Rnd\3767.text","4"
"D:/PPLabs/lab3/Rnd\5964.text","lab3\Rnd\5964.text","4"
"D:/PPLabs/lab3/Rnd\7927.text","lab3\Rnd\7927.text","4"
"D:/PPLabs/lab3/Rnd\1416.text","lab3\Rnd\1416.text","4"
"D:/PPLabs/lab3/Rnd\80.text","lab3\Rnd\80.text","4"
"D:/PPLabs/lab3/Rnd\6919.text","lab3\Rnd\6919.text","4"
"D:/PPLabs/lab3/Rnd\2815.text","lab3\Rnd\2815.text","4"
"D:/PPLabs/lab3/Rnd\7167.text","lab3\Rnd\7167.text","4"
"D:/PPLabs/lab3/Rnd\2239.text","lab3\Rnd\2239.text","4"
"D:/PPLabs/lab3/Rnd\7331.text","lab3\Rnd\7331.text","4"
"D:/PPLabs/lab3/Rnd\2757.text","lab3\Rnd\2757.text","4"
"D:/PPLabs/lab3/Rnd\6810.text","lab3\Rnd\6810.text","4"
"D:/PPLabs/lab3/Rnd\3225.text","lab3\Rnd\3225.text","4"
"D:/PPLabs/lab3/Rnd\8162.text","lab3\Rnd\8162.text","4"
"D:/PPLabs/lab3/Rnd\3111.text","lab3\Rnd\3111.text","4"
"D:/PPLabs/lab3/Rnd\3364.text","lab3\Rnd\3364.text","4"
"D:/PPLabs/lab3/Rnd\2338.text","lab3\Rnd\2338.text","4"
"D:/PPLabs/lab3/Rnd\6394.text","lab3\Rnd\6394.text","4"
"D:/PPLabs/lab3/Rnd\5936.text","lab3\Rnd\5936.text","4"
"D:/PPLabs/lab3/Rnd\1890.text","lab3\Rnd\1890.text","4"
"D:/PPLabs/lab3/Rnd\2955.text","lab3\Rnd\2955.text","4"
"D:/PPLabs/lab3/Rnd\6021.text","lab3\Rnd\6021.text","4"
"D:/PPLabs/lab3/Rnd\6259.text","lab3\Rnd\6259.text","4"
"D:/PPLabs/lab3/Rnd\7162.text","lab3\Rnd\7162.text","4"
"D:/PPLabs/lab3/Rnd\5996.text","lab3\Rnd\5996.text","4"
"D:/PPLabs/lab3/Rnd\109.text","lab3\Rnd\109.text","4"
"D:/PPLabs/lab3/Rnd\4827.text","lab3\Rnd\4827.text","4"
"D:/PPLabs/lab3/Rnd\1330.text","lab3\Rnd\1330.text","4"
"D:/PPLabs/lab3/Rnd\3513.text","lab3\Rnd\3513.text","4"
"D:/PPLabs/lab3/Rnd\3925.text","lab3\Rnd\3925.text","4"
"D:/PPLabs/lab3/Rnd\997.text","lab3\Rnd\997.text","4"
"D:/PPLabs/lab3/Rnd\915.text","lab3\Rnd\915.text","4"
"D:/PPLabs/lab3/Rnd\7600.text","lab3\Rnd\7600.text","4"
"D:/PPLabs/lab3/Rnd\7840.text","lab3\Rnd\7840.text","4"
"D:/PPLabs/lab3/Rnd\1252.text","lab3\Rnd\1252.text","4"
"D:/PPLabs/lab3/Rnd\2131.text","lab3\Rnd\2131.text","4"
"D:/PPLabs/lab3/Rnd\532.text","lab3\Rnd\532.text","4"
"D:/PPLabs/lab3/Rnd\5636.text","lab3\Rnd\5636.text","4"
"D:/PPLabs/lab3/Rnd\3301.text","lab3\Rnd\3301.text","4"
"D:/PPLabs/lab3/Rnd\4696.text","lab3\Rnd\4696.text","4"
"D:/PPLabs/lab3/Rnd\7262.text","lab3\Rnd\7262.text","4"
"D:/PPLabs/lab3/Rnd\7439.text","lab3\Rnd\7439.text","4"
"D:/PPLabs/lab3/Rnd\5422.text","lab3\Rnd\5422.text","4"
"D:/PPLabs/lab3/Rnd\4911.text","lab3\Rnd\4911.text","4"
"D:/PPLabs/lab3/Rnd\8510.text","lab3\Rnd\8510.text","4"
"D:/PPLabs/lab3/Rnd\5706.text","lab3\Rnd\5706.text","4"
"D:/PPLabs/lab3/Rnd\5289.text","lab3\Rnd\5289.text","4"
"D:/PPLabs/lab3/Rnd\7127.text","lab3\Rnd\7127.text","4"
"D:/PPLabs/lab3/Rnd\7362.text","lab3\Rnd\7362.text","4"
"D:/PPLabs/lab3/Rnd\6957.text","lab3\Rnd\6957.text","4"
"D:/PPLabs/lab3/Rnd\9779.text","lab3\Rnd\9779.text","4"
"D:/PPLabs/lab3/Rnd\7762.text","lab3\Rnd\7762.text","4"
"D:/PPLabs/lab3/Rnd\7057.text","lab3\Rnd\7057.text","4"
"D:/PPLabs/lab3/Rnd\9138.text","lab3\Rnd\9138.text","4"
"D:/PPLabs/lab3/Rnd\3740.text","lab3\Rnd\3740.text","4"
"D:/PPLabs/lab3/Rnd\924.text","lab3\Rnd\924.text","4"
"D:/PPLabs/lab3/Rnd\9121.text","lab3\Rnd\9121.text","4"
"D:/PPLabs/lab3/Rnd\6165.text","lab3\Rnd\6165.text","4"
"D:/PPLabs/lab3/Rnd\8482.text","lab3\Rnd\8482.text","4"
"D:/PPLabs/lab3/Rnd\5484.text","lab3\Rnd\5484.text","4"
"D:/PPLabs/lab3/Rnd\170.text","lab3\Rnd\170.text","4"
"D:/PPLabs/lab3/Rnd\5226.text","lab3\Rnd\5226.text","4"
"D:/PPLabs/lab3/Rnd\8786.text","lab3\Rnd\8786.text","4"
"D:/PPLabs/lab3/Rnd\297.text","lab3\Rnd\297.text","4"
"D:/PPLabs/lab3/Rnd\2451.text","lab3\Rnd\2451.text","4"
"D:/PPLabs/lab3/Rnd\7753.text","lab3\Rnd\7753.text","4"
"D:/PPLabs/lab3/Rnd\5042.text","lab3\Rnd\5042.text","4"
"D:/PPLabs/lab3/Rnd\9466.text","lab3\Rnd\9466.text","4"
"D:/PPLabs/lab3/Rnd\3806.text","lab3\Rnd\3806.text","4"
"D:/PPLabs/lab3/Rnd\6122.text","lab3\Rnd\6122.text","4"
"D:/PPLabs/lab3/Rnd\3662.text","lab3\Rnd\3662.text","4"
"D:/PPLabs/lab3/Rnd\5155.text","lab3\Rnd\5155.text","4"
"D:/PPLabs/lab3/Rnd\3243.text","lab3\Rnd\3243.text","4"
"D:/PPLabs/lab3/Rnd\4885.text","lab3\Rnd\4885.text","4"
"D:/PPLabs/lab3/Rnd\9626.text","lab3\Rnd\9626.text","4"
"D:/PPLabs/lab3/Rnd\9921.text","lab3\Rnd\9921.text","4"
"D:/PPLabs/lab3/Rnd\8484.text","lab3\Rnd\8484.text","4"
"D:/PPLabs/lab3/Rnd\713.text","lab3\Rnd\713.text","4"
"D:/PPLabs/lab3/Rnd\1517.text","lab3\Rnd\1517.text","4"
"D:/PPLabs/lab3/Rnd\6315.text","lab3\Rnd\6315.text","4"
"D:/PPLabs/lab3/Rnd\6972.text","lab3\Rnd\6972.text","4"
"D:/PPLabs/lab3/Rnd\1230.text","lab3\Rnd\1230.text","4"
"D:/PPLabs/lab3/Rnd\1567.text","lab3\Rnd\1567.text","4"
"D:/PPLabs/lab3/Rnd\1995.text","lab3\Rnd\1995.text","4"
"D:/PPLabs/lab3/Rnd\4787.text","lab3\Rnd\4787.text","4"
"D:/PPLabs/lab3/Rnd\2260.text","lab3\Rnd\2260.text","4"
"D:/PPLabs/lab3/Rnd\8731.text","lab3\Rnd\8731.text","4"
"D:/PPLabs/lab3/Rnd\7410.text","lab3\Rnd\7410.text","4"
"D:/PPLabs/lab3/Rnd\8720.text","lab3\Rnd\8720.text","4"
"D:/PPLabs/lab3/Rnd\8411.text","lab3\Rnd\8411.text","4"
"D:/PPLabs/lab3/Rnd\7798.text","lab3\Rnd\7798.text","4"
"D:/PPLabs/lab3/Rnd\4903.text","lab3\Rnd\4903.text","4"
"D:/PPLabs/lab3/Rnd\9471.text","lab3\Rnd\9471.text","4"
"D:/PPLabs/lab3/Rnd\79.text","lab3\Rnd\79.text","4"
"D:/PPLabs/lab3/Rnd\6372.text","lab3\Rnd\6372.text","4"
"D:/PPLabs/lab3/Rnd\7818.text","lab3\Rnd\7818.text","4"
"D:/PPLabs/lab3/Rnd\4707.text","lab3\Rnd\4707.text","4"
"D:/PPLabs/lab3/Rnd\5038.text","lab3\Rnd\5038.text","4"
"D:/PPLabs/lab3/Rnd\818.text","lab3\Rnd\818.text","4"
"D:/PPLabs/lab3/Rnd\7675.text","lab3\Rnd\7675.text","4"
"D:/PPLabs/lab3/Rnd\4238.text","lab3\Rnd\4238.text","4"
"D:/PPLabs/lab3/Rnd\1299.text","lab3\Rnd\1299.text","4"
"D:/PPLabs/lab3/Rnd\7694.text","lab3\Rnd\7694.text","4"
"D:/PPLabs/lab3/Rnd\4846.text","lab3\Rnd\4846.text","4"
"D:/PPLabs/lab3/Rnd\7623.text","lab3\Rnd\7623.text","4"
"D:/PPLabs/lab3/Rnd\4029.text","lab3\Rnd\4029.text","4"
"D:/PPLabs/lab3/Rnd\7922.text","lab3\Rnd\7922.text","4"
"D:/PPLabs/lab3/Rnd\1137.text","lab3\Rnd\1137.text","4"
"D:/PPLabs/lab3/Rnd\564.text","lab3\Rnd\564.text","4"
"D:/PPLabs/lab3/Rnd\8228.text","lab3\Rnd\8228.text","4"
"D:/PPLabs/lab3/Rnd\9835.text","lab3\Rnd\9835.text","4"
"D:/PPLabs/lab3/Rnd\8914.text","lab3\Rnd\8914.text","4"
"D:/PPLabs/lab3/Rnd\6423.text","lab3\Rnd\6423.text","4"
"D:/PPLabs/lab3/Rnd\3688.text","lab3\Rnd\3688.text","4"
"D:/PPLabs/lab3/Rnd\816.text","lab3\Rnd\816.text","4"
"D:/PPLabs/lab3/Rnd\5104.text","lab3\Rnd\5104.text","4"
"D:/PPLabs/lab3/Rnd\8352.text","lab3\Rnd\8352.text","4"
"D:/PPLabs/lab3/Rnd\4251.text","lab3\Rnd\4251.text","4"
"D:/PPLabs/lab3/Rnd\6322.text","lab3\Rnd\6322.text","4"
"D:/PPLabs/lab3/Rnd\7009.text","lab3\Rnd\7009.text","4"
"D:/PPLabs/lab3/Rnd\1614.text","lab3\Rnd\1614.text","4"
"D:/PPLabs/lab3/Rnd\1370.text","lab3\Rnd\1370.text","4"
"D:/PPLabs/lab3/Rnd\4643.text","lab3\Rnd\4643.text","4"
"D:/PPLabs/lab3/Rnd\7895.text","lab3\Rnd\7895.text","4"
"D:/PPLabs/lab3/Rnd\5135.text","lab3\Rnd\5135.text","4"
"D:/PPLabs/lab3/Rnd\5537.text","lab3\Rnd\5537.text","4"
"D:/PPLabs/lab3/Rnd\1705.text","lab3\Rnd\1705.text","4"
"D:/PPLabs/lab3/Rnd\8746.text","lab3\Rnd\8746.text","4"
"D:/PPLabs/lab3/Rnd\3727.text","lab3\Rnd\3727.text","4"
"D:/PPLabs/lab3/Rnd\6552.text","lab3\Rnd\6552.text","4"
"D:/PPLabs/lab3/Rnd\5724.text","lab3\Rnd\5724.text","4"
"D:/PPLabs/lab3/Rnd\9077.text","lab3\Rnd\9077.text","4"
"D:/PPLabs/lab3/Rnd\3096.text","lab3\Rnd\3096.text","4"
"D:/PPLabs/lab3/Rnd\2102.text","lab3\Rnd\2102.text","4"
"D:/PPLabs/lab3/Rnd\5287.text","lab3\Rnd\5287.text","4"
"D:/PPLabs/lab3/Rnd\2427.text","lab3\Rnd\2427.text","4"
"D:/PPLabs/lab3/Rnd\146.text","lab3\Rnd\146.text","4"
"D:/PPLabs/lab3/Rnd\873.text","lab3\Rnd\873.text","4"
"D:/PPLabs/lab3/Rnd\4459.text","lab3\Rnd\4459.text","4"
"D:/PPLabs/lab3/Rnd\3069.text","lab3\Rnd\3069.text","4"
"D:/PPLabs/lab3/Rnd\5965.text","lab3\Rnd\5965.text","4"
"D:/PPLabs/lab3/Rnd\4953.text","lab3\Rnd\4953.text","4"
"D:/PPLabs/lab3/Rnd\5599.text","lab3\Rnd\5599.text","4"
"D:/PPLabs/lab3/Rnd\4427.text","lab3\Rnd\4427.text","4"
"D:/PPLabs/lab3/Rnd\7871.text","lab3\Rnd\7871.text","4"
"D:/PPLabs/lab3/Rnd\5246.text","lab3\Rnd\5246.text","4"
"D:/PPLabs/lab3/Rnd\3044.text","lab3\Rnd\3044.text","4"
"D:/PPLabs/lab3/Rnd\9751.text","lab3\Rnd\9751.text","4"
"D:/PPLabs/lab3/Rnd\2631.text","lab3\Rnd\2631.text","4"
"D:/PPLabs/lab3/Rnd\4436.text","lab3\Rnd\4436.text","4"
"D:/PPLabs/lab3/Rnd\710.text","lab3\Rnd\710.text","4"
"D:/PPLabs/lab3/Rnd\3419.text","lab3\Rnd\3419.text","4"
"D:/PPLabs/lab3/Rnd\5742.text","lab3\Rnd\5742.text","4"
"D:/PPLabs/lab3/Rnd\996.text","lab3\Rnd\996.text","4"
"D:/PPLabs/lab3/Rnd\7721.text","lab3\Rnd\7721.text","4"
"D:/PPLabs/lab3/Rnd\1706.text","lab3\Rnd\1706.text","4"
"D:/PPLabs/lab3/Rnd\3168.text","lab3\Rnd\3168.text","4"
"D:/PPLabs/lab3/Rnd\8240.text","lab3\Rnd\8240.text","4"
"D:/PPLabs/lab3/Rnd\9629.text","lab3\Rnd\9629.text","4"
"D:/PPLabs/lab3/Rnd\530.text","lab3\Rnd\530.text","4"
"D:/PPLabs/lab3/Rnd\6289.text","lab3\Rnd\6289.text","4"
"D:/PPLabs/lab3/Rnd\1172.text","lab3\Rnd\1172.text","4"
"D:/PPLabs/lab3/Rnd\4964.text","lab3\Rnd\4964.text","4"
"D:/PPLabs/lab3/Rnd\8803.text","lab3\Rnd\8803.text","4"
"D:/PPLabs/lab3/Rnd\3421.text","lab3\Rnd\3421.text","4"
"D:/PPLabs/lab3/Rnd\4404.text","lab3\Rnd\4404.text","4"
"D:/PPLabs/lab3/Rnd\3612.text","lab3\Rnd\3612.text","4"
"D:/PPLabs/lab3/Rnd\3967.text","lab3\Rnd\3967.text","4"
"D:/PPLabs/lab3/Rnd\9253.text","lab3\Rnd\9253.text","4"
"D:/PPLabs/lab3/Rnd\9980.text","lab3\Rnd\9980.text","4"
"D:/PPLabs/lab3/Rnd\9571.text","lab3\Rnd\9571.text","4"
"D:/PPLabs/lab3/Rnd\5201.text","lab3\Rnd\5201.text","4"
"D:/PPLabs/lab3/Rnd\7851.text","lab3\Rnd\7851.text","4"
"D:/PPLabs/lab3/Rnd\8782.text","lab3\Rnd\8782.text","4"
"D:/PPLabs/lab3/Rnd\7552.text","lab3\Rnd\7552.text","4"
"D:/PPLabs/lab3/Rnd\1838.text","lab3\Rnd\1838.text","4"
"D:/PPLabs/lab3/Rnd\5521.text","lab3\Rnd\5521.text","4"
"D:/PPLabs/lab3/Rnd\6624.text","lab3\Rnd\6624.text","4"
"D:/PPLabs/lab3/Rnd\7788.text","lab3\Rnd\7788.text","4"
"D:/PPLabs/lab3/Rnd\5391.text","lab3\Rnd\5391.text","4"
"D:/PPLabs/lab3/Rnd\870.text","lab3\Rnd\870.text","4"
"D:/PPLabs/lab3/Rnd\4762.text","lab3\Rnd\4762.text","4"
"D:/PPLabs/lab3/Rnd\7161.text","lab3\Rnd\7161.text","4"
"D:/PPLabs/lab3/Rnd\6844.text","lab3\Rnd\6844.text","4"
"D:/PPLabs/lab3/Rnd\2523.text","lab3\Rnd\2523.text","4"
"D:/PPLabs/lab3/Rnd\5066.text","lab3\Rnd\5066.text","4"
"D:/PPLabs/lab3/Rnd\1447.text","lab3\Rnd\1447.text","4"
"D:/PPLabs/lab3/Rnd\3825.text","lab3\Rnd\3825.text","4"
"D:/PPLabs/lab3/Rnd\4363.text","lab3\Rnd\4363.text","4"
"D:/PPLabs/lab3/Rnd\9027.text","lab3\Rnd\9027.text","4"
"D:/PPLabs/lab3/Rnd\6092.text","lab3\Rnd\6092.text","4"
"D:/PPLabs/lab3/Rnd\3580.text","lab3\Rnd\3580.text","4"
"D:/PPLabs/lab3/Rnd\3189.text","lab3\Rnd\3189.text","4"
"D:/PPLabs/lab3/Rnd\7883.text","lab3\Rnd\7883.text","4"
"D:/PPLabs/lab3/Rnd\5786.text","lab3\Rnd\5786.text","4"
"D:/PPLabs/lab3/Rnd\8055.text","lab3\Rnd\8055.text","4"
"D:/PPLabs/lab3/Rnd\2680.text","lab3\Rnd\2680.text","4"
"D:/PPLabs/lab3/Rnd\8962.text","lab3\Rnd\8962.text","4"
"D:/PPLabs/lab3/Rnd\1162.text","lab3\Rnd\1162.text","4"
"D:/PPLabs/lab3/Rnd\9892.text","lab3\Rnd\9892.text","4"
"D:/PPLabs/lab3/Rnd\2924.text","lab3\Rnd\2924.text","4"
"D:/PPLabs/lab3/Rnd\9268.text","lab3\Rnd\9268.text","4"
"D:/PPLabs/lab3/Rnd\3699.text","lab3\Rnd\3699.text","4"
"D:/PPLabs/lab3/Rnd\3738.text","lab3\Rnd\3738.text","4"
"D:/PPLabs/lab3/Rnd\1228.text","lab3\Rnd\1228.text","4"
"D:/PPLabs/lab3/Rnd\8366.text","lab3\Rnd\8366.text","4"
"D:/PPLabs/lab3/Rnd\3414.text","lab3\Rnd\3414.text","4"
"D:/PPLabs/lab3/Rnd\39.text","lab3\Rnd\39.text","4"
"D:/PPLabs/lab3/Rnd\9353.text","lab3\Rnd\9353.text","4"
"D:/PPLabs/lab3/Rnd\7384.text","lab3\Rnd\7384.text","4"
"D:/PPLabs/lab3/Rnd\6383.text","lab3\Rnd\6383.text","4"
"D:/PPLabs/lab3/Rnd\8355.text","lab3\Rnd\8355.text","4"
"D:/PPLabs/lab3/Rnd\6134.text","lab3\Rnd\6134.text","4"
"D:/PPLabs/lab3/Rnd\2614.text","lab3\Rnd\2614.text","4"
"D:/PPLabs/lab3/Rnd\3957.text","lab3\Rnd\3957.text","4"
"D:/PPLabs/lab3/Rnd\2853.text","lab3\Rnd\2853.text","4"
"D:/PPLabs/lab3/Rnd\2944.text","lab3\Rnd\2944.text","4"
"D:/PPLabs/lab3/Rnd\5274.text","lab3\Rnd\5274.text","4"
"D:/PPLabs/lab3/Rnd\3516.text","lab3\Rnd\3516.text","4"
"D:/PPLabs/lab3/Rnd\7951.text","lab3\Rnd\7951.text","4"
"D:/PPLabs/lab3/Rnd\2510.text","lab3\Rnd\2510.text","4"
"D:/PPLabs/lab3/Rnd\8229.text","lab3\Rnd\8229.text","4"
"D:/PPLabs/lab3/Rnd\3963.text","lab3\Rnd\3963.text","4"
"D:/PPLabs/lab3/Rnd\384.text","lab3\Rnd\384.text","4"
"D:/PPLabs/lab3/Rnd\1078.text","lab3\Rnd\1078.text","4"
"D:/PPLabs/lab3/Rnd\262.text","lab3\Rnd\262.text","4"
"D:/PPLabs/lab3/Rnd\138.text","lab3\Rnd\138.text","4"
"D:/PPLabs/lab3/Rnd\1531.text","lab3\Rnd\1531.text","4"
"D:/PPLabs/lab3/Rnd\933.text","lab3\Rnd\933.text","4"
"D:/PPLabs/lab3/Rnd\736.text","lab3\Rnd\736.text","4"
"D:/PPLabs/lab3/Rnd\8564.text","lab3\Rnd\8564.text","4"
"D:/PPLabs/lab3/Rnd\1582.text","lab3\Rnd\1582.text","4"
"D:/PPLabs/lab3/Rnd\6878.text","lab3\Rnd\6878.text","4"
"D:/PPLabs/lab3/Rnd\566.text","lab3\Rnd\566.text","4"
"D:/PPLabs/lab3/Rnd\2759.text","lab3\Rnd\2759.text","4"
"D:/PPLabs/lab3/Rnd\149.text","lab3\Rnd\149.text","4"
"D:/PPLabs/lab3/Rnd\6471.text","lab3\Rnd\6471.text","4"
"D:/PPLabs/lab3/Rnd\5078.text","lab3\Rnd\5078.text","4"
"D:/PPLabs/lab3/Rnd\4782.text","lab3\Rnd\4782.text","4"
"D:/PPLabs/lab3/Rnd\855.text","lab3\Rnd\855.text","4"
"D:/PPLabs/lab3/Rnd\5164.text","lab3\Rnd\5164.text","4"
"D:/PPLabs/lab3/Rnd\5033.text","lab3\Rnd\5033.text","4"
"D:/PPLabs/lab3/Rnd\3030.text","lab3\Rnd\3030.text","4"
"D:/PPLabs/lab3/Rnd\1109.text","lab3\Rnd\1109.text","4"
"D:/PPLabs/lab3/Rnd\4402.text","lab3\Rnd\4402.text","4"
"D:/PPLabs/lab3/Rnd\2843.text","lab3\Rnd\2843.text","4"
"D:/PPLabs/lab3/Rnd\9851.text","lab3\Rnd\9851.text","4"
"D:/PPLabs/lab3/Rnd\3953.text","lab3\Rnd\3953.text","4"
"D:/PPLabs/lab3/Rnd\8490.text","lab3\Rnd\8490.text","4"
"D:/PPLabs/lab3/Rnd\7249.text","lab3\Rnd\7249.text","4"
"D:/PPLabs/lab3/Rnd\5047.text","lab3\Rnd\5047.text","4"
"D:/PPLabs/lab3/Rnd\8343.text","lab3\Rnd\8343.text","4"
"D:/PPLabs/lab3/Rnd\3985.text","lab3\Rnd\3985.text","4"
"D:/PPLabs/lab3/Rnd\590.text","lab3\Rnd\590.text","4"
"D:/PPLabs/lab3/Rnd\7740.text","lab3\Rnd\7740.text","4"
"D:/PPLabs/lab3/Rnd\5883.text","lab3\Rnd\5883.text","4"
"D:/PPLabs/lab3/Rnd\9727.text","lab3\Rnd\9727.text","4"
"D:/PPLabs/lab3/Rnd\464.text","lab3\Rnd\464.text","4"
"D:/PPLabs/lab3/Rnd\1164.text","lab3\Rnd\1164.text","4"
"D:/PPLabs/lab3/Rnd\7772.text","lab3\Rnd\7772.text","4"
"D:/PPLabs/lab3/Rnd\5690.text","lab3\Rnd\5690.text","4"
"D:/PPLabs/lab3/Rnd\1235.text","lab3\Rnd\1235.text","4"
"D:/PPLabs/lab3/Rnd\2287.text","lab3\Rnd\2287.text","4"
"D:/PPLabs/lab3/Rnd\9258.text","lab3\Rnd\9258.text","4"
"D:/PPLabs/lab3/Rnd\7682.text","lab3\Rnd\7682.text","4"
"D:/PPLabs/lab3/Rnd\5583.text","lab3\Rnd\5583.text","4"
